client_id,entry_date,entry_month,entry_price,official_price,entry_era,is_promo,is_annual,price_changed,unique_amounts,n_transactions,last_payment,total_revenue,tenure_days,tenure_months,is_active,churn_event,km_duration,km_event
162,2024-05-12 18:57:04.193,2024-05,990.0,99.0,era_99,False,True,True,2,12,2026-03-12 18:57:52.612,2741.2,669,21.97766097240473,True,0,21.97766097240473,0
163,2024-05-17 12:55:26.866,2024-05,990.0,99.0,era_99,False,True,False,1,2,2025-05-17 13:56:59.567,1980.0,365,11.990801576872535,True,0,11.990801576872535,0
164,2024-05-20 14:15:37.689,2024-05,99.0,99.0,era_99,False,False,True,2,2,2024-06-12 19:46:17.074,1064.1799999999998,23,0.7555847568988173,False,1,0.7555847568988173,1
165,2024-05-20 16:33:12.413,2024-05,99.0,99.0,era_99,False,False,False,1,7,2024-11-20 16:33:56.590,693.0,184,6.044678055190539,False,1,6.044678055190539,1
166,2024-05-21 21:14:51.831,2024-05,791.0,99.0,era_99,False,True,False,1,1,2024-05-21 21:14:51.831,791.0,0,0.0,False,1,0.01,1
167,2024-05-22 11:45:06.567,2024-05,990.0,99.0,era_99,False,True,False,1,1,2024-05-22 11:45:06.567,990.0,0,0.0,False,1,0.01,1
168,2024-05-22 16:44:28.965,2024-05,79.2,99.0,era_99,True,False,False,1,17,2026-03-22 16:44:56.513,1346.4,669,21.97766097240473,True,0,21.97766097240473,0
169,2024-05-22 20:22:59.336,2024-05,396.0,99.0,era_99,True,False,False,1,1,2024-05-22 20:22:59.336,396.0,0,0.0,False,1,0.01,1
170,2024-05-23 08:55:37.840,2024-05,99.0,99.0,era_99,False,False,False,1,4,2024-08-30 19:58:07.463,396.0,99,3.252299605781866,False,1,3.252299605781866,1
171,2024-05-23 20:46:07.311,2024-05,881.1,99.0,era_99,False,True,False,1,1,2024-05-23 20:46:07.311,881.1,0,0.0,False,1,0.01,1
172,2024-05-23 20:46:13.613,2024-05,88.11,99.0,era_99,True,False,False,1,1,2024-05-23 20:46:13.613,88.11,0,0.0,False,1,0.01,1
173,2024-05-23 21:45:01.747,2024-05,881.1,99.0,era_99,False,True,False,1,1,2024-05-23 21:45:01.747,881.1,0,0.0,False,1,0.01,1
174,2024-05-23 22:54:18.805,2024-05,99.0,99.0,era_99,False,False,False,1,6,2024-10-23 23:56:00.500,594.0,153,5.026281208935611,False,1,5.026281208935611,1
175,2024-05-23 23:42:51.479,2024-05,88.11,99.0,era_99,True,False,False,1,3,2024-07-24 00:45:19.987,264.33,61,2.0039421813403417,False,1,2.0039421813403417,1
176,2024-05-24 14:48:45.589,2024-05,881.1,99.0,era_99,False,True,True,2,2,2025-05-22 21:36:47.220,1673.1,363,11.925098554533507,True,0,11.925098554533507,0
177,2024-05-24 14:57:45.419,2024-05,88.11,99.0,era_99,True,False,False,1,2,2024-06-24 15:58:36.296,176.22,31,1.0183968462549278,False,1,1.0183968462549278,1
178,2024-05-24 17:49:49.578,2024-05,88.11,99.0,era_99,True,False,False,1,15,2025-07-28 10:51:44.839,1321.65,429,14.09329829172142,False,1,14.09329829172142,1
179,2024-05-24 18:07:53.292,2024-05,881.1,99.0,era_99,False,True,False,1,1,2024-05-24 18:07:53.292,881.1,0,0.0,False,1,0.01,1
180,2024-05-24 18:34:35.908,2024-05,88.11,99.0,era_99,True,False,False,1,23,2026-03-24 18:35:39.211,2026.53,669,21.97766097240473,True,0,21.97766097240473,0
181,2024-05-24 18:56:36.163,2024-05,88.11,99.0,era_99,True,False,False,1,20,2026-03-24 18:58:08.852,1762.2,669,21.97766097240473,True,0,21.97766097240473,0
182,2024-05-26 19:30:13.404,2024-05,99.0,99.0,era_99,False,False,False,1,4,2024-08-26 20:32:08.702,396.0,92,3.0223390275952693,False,1,3.0223390275952693,1
183,2024-05-26 20:11:09.010,2024-05,990.0,99.0,era_99,False,True,False,1,2,2025-05-14 21:58:11.867,1980.0,353,11.59658344283837,True,0,11.59658344283837,0
184,2024-05-28 17:04:25.106,2024-05,99.0,99.0,era_99,False,False,False,1,2,2024-07-29 18:12:31.857,198.0,62,2.0367936925098555,False,1,2.0367936925098555,1
185,2024-05-28 21:42:55.220,2024-05,99.0,99.0,era_99,False,False,False,1,1,2024-05-28 21:42:55.220,99.0,0,0.0,False,1,0.01,1
186,2024-05-29 09:27:46.180,2024-05,91.08,99.0,era_99,True,False,False,1,22,2026-02-28 09:31:38.616,2003.76,640,21.02496714848883,True,0,21.02496714848883,0
187,2024-05-29 13:51:12.767,2024-05,99.0,99.0,era_99,False,False,False,1,7,2024-11-29 13:52:44.228,693.0,184,6.044678055190539,False,1,6.044678055190539,1
188,2024-05-29 21:28:03.565,2024-05,79.2,99.0,era_99,True,False,False,1,3,2024-07-29 22:29:24.036,237.60000000000002,61,2.0039421813403417,False,1,2.0039421813403417,1
189,2024-05-30 10:46:23.989,2024-05,99.0,99.0,era_99,False,False,False,1,23,2026-03-30 11:47:59.178,2277.0,669,21.97766097240473,True,0,21.97766097240473,0
190,2024-05-30 11:46:21.703,2024-05,990.0,99.0,era_99,False,True,False,1,1,2024-05-30 11:46:21.703,990.0,0,0.0,False,1,0.01,1
191,2024-05-30 12:03:34.405,2024-05,91.08,99.0,era_99,True,False,False,1,12,2025-04-30 13:07:09.948,1092.96,335,11.005256241787121,False,1,11.005256241787121,1
192,2024-05-30 17:00:28.618,2024-05,99.0,99.0,era_99,False,False,True,2,7,2025-06-03 16:25:41.275,993.0,368,12.089356110381077,False,1,12.089356110381077,1
193,2024-05-30 17:58:45.423,2024-05,99.0,99.0,era_99,False,False,True,3,4,2025-07-10 14:36:48.521,2088.98,405,13.304862023653088,False,1,13.304862023653088,1
194,2024-05-30 18:20:29.340,2024-05,891.0,99.0,era_99,False,True,False,1,1,2024-05-30 18:20:29.340,891.0,0,0.0,False,1,0.01,1
195,2024-05-30 21:22:18.443,2024-05,990.0,99.0,era_99,False,True,False,1,1,2024-05-30 21:22:18.443,990.0,0,0.0,False,1,0.01,1
196,2024-05-30 22:29:10.228,2024-05,99.0,99.0,era_99,False,False,False,1,23,2026-03-30 23:30:27.064,2277.0,669,21.97766097240473,True,0,21.97766097240473,0
197,2024-05-31 06:42:49.783,2024-05,396.0,99.0,era_99,True,False,False,1,1,2024-05-31 06:42:49.783,396.0,0,0.0,False,1,0.01,1
198,2024-05-31 11:10:53.978,2024-05,91.08,99.0,era_99,True,False,False,1,23,2026-03-31 12:11:42.686,2094.84,669,21.97766097240473,True,0,21.97766097240473,0
199,2024-05-31 11:39:21.800,2024-05,99.0,99.0,era_99,False,False,False,1,22,2026-03-31 12:39:55.523,2178.0,669,21.97766097240473,True,0,21.97766097240473,0
200,2024-05-31 16:31:19.089,2024-05,99.0,99.0,era_99,False,False,True,2,8,2025-07-11 11:12:11.793,1142.0,405,13.304862023653088,False,1,13.304862023653088,1
201,2024-05-31 16:45:58.484,2024-05,990.0,99.0,era_99,False,True,False,1,1,2024-05-31 16:45:58.484,990.0,0,0.0,False,1,0.01,1
202,2024-05-31 17:31:56.029,2024-05,79.2,99.0,era_99,True,False,False,1,23,2026-03-31 18:33:18.764,1821.6000000000001,669,21.97766097240473,True,0,21.97766097240473,0
203,2024-05-31 17:48:56.821,2024-05,99.0,99.0,era_99,False,False,False,1,5,2024-12-31 17:49:47.843,495.0,214,7.030223390275952,False,1,7.030223390275952,1
204,2024-05-31 18:30:38.619,2024-05,99.0,99.0,era_99,False,False,False,1,23,2026-03-31 19:31:32.090,2277.0,669,21.97766097240473,True,0,21.97766097240473,0
205,2024-05-31 19:02:56.697,2024-05,99.0,99.0,era_99,False,False,False,1,3,2024-07-31 20:05:31.568,297.0,61,2.0039421813403417,False,1,2.0039421813403417,1
206,2024-05-31 19:40:11.931,2024-05,99.0,99.0,era_99,False,False,False,1,5,2024-09-30 20:41:54.540,495.0,122,4.0078843626806835,False,1,4.0078843626806835,1
207,2024-05-31 19:58:14.722,2024-05,990.0,99.0,era_99,False,True,False,1,1,2024-05-31 19:58:14.722,990.0,0,0.0,False,1,0.01,1
208,2024-05-31 20:04:04.993,2024-05,445.5,99.0,era_99,True,False,True,2,4,2025-11-30 20:29:50.811,1930.5,548,18.00262812089356,False,1,18.00262812089356,1
209,2024-05-31 21:54:55.777,2024-05,79.2,99.0,era_99,True,False,False,1,3,2024-07-31 22:56:58.147,237.60000000000002,61,2.0039421813403417,False,1,2.0039421813403417,1
210,2024-05-31 22:01:55.751,2024-05,881.1,99.0,era_99,False,True,False,1,1,2024-05-31 22:01:55.751,881.1,0,0.0,False,1,0.01,1
211,2024-05-31 22:09:02.575,2024-05,79.2,99.0,era_99,True,False,False,1,2,2024-06-30 23:09:54.924,158.4,30,0.9855453350854139,False,1,0.9855453350854139,1
212,2024-05-31 22:20:00.200,2024-05,99.0,99.0,era_99,False,False,False,1,7,2024-11-30 22:21:37.597,693.0,183,6.011826544021025,False,1,6.011826544021025,1
213,2024-05-31 22:25:23.090,2024-05,99.0,99.0,era_99,False,False,False,1,21,2026-01-31 22:29:50.789,2079.0,610,20.039421813403415,False,1,20.039421813403415,1
214,2024-05-31 22:39:57.057,2024-05,99.0,99.0,era_99,False,False,False,1,16,2025-08-31 23:41:01.896,1584.0,457,15.013140604467806,False,1,15.013140604467806,1
215,2024-05-31 22:43:10.322,2024-05,910.8,99.0,era_99,False,True,True,2,2,2025-05-27 22:28:13.470,1801.8,360,11.826544021024967,True,0,11.826544021024967,0
216,2024-05-31 23:04:22.771,2024-05,99.0,99.0,era_99,False,False,False,1,1,2024-05-31 23:04:22.771,99.0,0,0.0,False,1,0.01,1
217,2024-05-31 23:14:15.919,2024-05,99.0,99.0,era_99,False,False,False,1,22,2026-02-28 23:18:23.320,2178.0,638,20.9592641261498,True,0,20.9592641261498,0
218,2024-05-31 23:58:30.518,2024-05,495.0,99.0,era_99,True,False,False,1,1,2024-05-31 23:58:30.518,495.0,0,0.0,False,1,0.01,1
219,2024-06-01 21:35:21.193,2024-06,99.0,99.0,era_99,False,False,False,1,20,2026-01-01 21:36:08.236,1980.0,579,19.021024967148488,False,1,19.021024967148488,1
220,2024-06-04 21:31:10.852,2024-06,99.0,99.0,era_99,False,False,False,1,19,2026-03-04 21:32:46.509,1881.0,638,20.9592641261498,True,0,20.9592641261498,0
221,2024-06-14 13:58:55.211,2024-06,990.0,99.0,era_99,False,True,False,1,2,2025-06-14 15:00:30.416,1980.0,365,11.990801576872535,True,0,11.990801576872535,0
222,2024-06-19 20:37:55.098,2024-06,1490.0,99.0,era_99,False,True,True,2,2,2025-06-08 20:52:04.966,2589.0,354,11.629434954007884,True,0,11.629434954007884,0
223,2024-06-19 20:52:43.654,2024-06,1490.0,99.0,era_99,False,True,False,1,1,2024-06-19 20:52:43.654,1490.0,0,0.0,False,1,0.01,1
224,2024-06-20 21:39:25.249,2024-06,1490.0,99.0,era_99,False,True,True,2,2,2025-06-20 16:17:34.764,2682.0,364,11.957950065703022,True,0,11.957950065703022,0
225,2024-09-01 16:09:28.369,2024-09,169.0,169.0,era_169,False,False,False,1,1,2024-09-01 16:09:28.369,169.0,0,0.0,False,1,0.01,1
226,2024-09-01 16:15:44.775,2024-09,69.0,169.0,era_169,True,False,False,1,11,2025-09-01 17:21:42.698,759.0,365,11.990801576872535,False,1,11.990801576872535,1
227,2024-09-01 16:47:25.957,2024-09,1799.0,169.0,era_169,False,True,False,1,1,2024-09-01 16:47:25.957,1799.0,0,0.0,False,1,0.01,1
228,2024-09-01 16:55:48.031,2024-09,169.0,169.0,era_169,False,False,False,1,5,2025-01-04 09:05:07.071,845.0,124,4.073587385019711,False,1,4.073587385019711,1
229,2024-09-01 17:16:54.747,2024-09,135.2,169.0,era_169,True,False,False,1,8,2025-04-01 18:34:21.214,1081.6,212,6.964520367936925,False,1,6.964520367936925,1
230,2024-09-01 17:50:55.790,2024-09,169.0,169.0,era_169,False,False,False,1,11,2025-07-01 18:58:49.049,1859.0,303,9.95400788436268,False,1,9.95400788436268,1
231,2024-09-01 19:50:30.848,2024-09,169.0,169.0,era_169,False,False,False,1,6,2025-02-01 19:51:51.477,1014.0,153,5.026281208935611,False,1,5.026281208935611,1
232,2024-09-01 20:35:07.484,2024-09,169.0,169.0,era_169,False,False,False,1,2,2024-10-01 21:38:17.311,338.0,30,0.9855453350854139,False,1,0.9855453350854139,1
233,2024-09-01 21:28:24.535,2024-09,169.0,169.0,era_169,False,False,False,1,16,2026-03-16 11:01:33.546,2704.0,560,18.396846254927727,True,0,18.396846254927727,0
234,2024-09-02 09:21:39.696,2024-09,990.0,169.0,era_169,False,True,False,1,1,2024-09-02 09:21:39.696,990.0,0,0.0,False,1,0.01,1
235,2024-09-02 16:56:04.681,2024-09,169.0,169.0,era_169,False,False,False,1,3,2024-11-02 16:56:51.312,507.0,61,2.0039421813403417,False,1,2.0039421813403417,1
236,2024-09-02 18:00:18.775,2024-09,169.0,169.0,era_169,False,False,False,1,3,2024-11-02 18:01:42.116,507.0,61,2.0039421813403417,False,1,2.0039421813403417,1
237,2024-09-02 19:02:10.825,2024-09,169.0,169.0,era_169,False,False,False,1,9,2025-05-02 20:03:04.122,1521.0,242,7.9500657030223385,False,1,7.9500657030223385,1
238,2024-09-02 21:09:42.104,2024-09,1439.2,169.0,era_169,False,True,False,1,1,2024-09-02 21:09:42.104,1439.2,0,0.0,False,1,0.01,1
239,2024-09-02 21:21:09.135,2024-09,1439.2,169.0,era_169,False,True,False,1,1,2024-09-02 21:21:09.135,1439.2,0,0.0,False,1,0.01,1
240,2024-09-03 00:01:08.953,2024-09,1799.0,169.0,era_169,False,True,False,1,1,2024-09-03 00:01:08.953,1799.0,0,0.0,False,1,0.01,1
241,2024-09-03 07:36:56.808,2024-09,169.0,169.0,era_169,False,False,False,1,16,2025-12-08 18:24:00.252,2704.0,461,15.14454664914586,False,1,15.14454664914586,1
242,2024-09-03 08:15:19.140,2024-09,169.0,169.0,era_169,False,False,False,1,15,2025-11-03 08:16:27.712,2535.0,426,13.994743758212877,False,1,13.994743758212877,1
243,2024-09-03 11:31:30.490,2024-09,169.0,169.0,era_169,False,False,False,1,5,2025-01-03 11:37:46.191,845.0,122,4.0078843626806835,False,1,4.0078843626806835,1
244,2024-09-03 19:57:12.661,2024-09,169.0,169.0,era_169,False,False,False,1,6,2025-02-03 19:59:01.753,1014.0,153,5.026281208935611,False,1,5.026281208935611,1
245,2024-09-04 07:59:41.895,2024-09,169.0,169.0,era_169,False,False,False,1,3,2024-11-04 08:02:22.732,507.0,61,2.0039421813403417,False,1,2.0039421813403417,1
246,2024-09-04 11:48:44.541,2024-09,169.0,169.0,era_169,False,False,False,1,3,2024-11-04 11:52:06.760,507.0,61,2.0039421813403417,False,1,2.0039421813403417,1
247,2024-09-04 12:47:19.364,2024-09,135.2,169.0,era_169,True,False,False,1,5,2025-05-04 13:48:44.751,676.0,242,7.9500657030223385,False,1,7.9500657030223385,1
248,2024-09-04 21:28:05.756,2024-09,169.0,169.0,era_169,False,False,False,1,4,2024-12-04 21:29:25.376,676.0,91,2.9894875164257555,False,1,2.9894875164257555,1
249,2024-09-05 10:59:08.652,2024-09,169.0,169.0,era_169,False,False,False,1,3,2024-10-16 21:57:28.330,507.0,41,1.3469119579500657,False,1,1.3469119579500657,1
250,2024-09-05 16:25:36.833,2024-09,169.0,169.0,era_169,False,False,False,1,2,2024-10-05 17:27:27.497,338.0,30,0.9855453350854139,False,1,0.9855453350854139,1
251,2024-09-05 17:18:55.189,2024-09,169.0,169.0,era_169,False,False,True,2,12,2025-09-06 22:17:45.251,2358.0,366,12.02365308804205,False,1,12.02365308804205,1
252,2024-09-05 18:23:51.376,2024-09,169.0,169.0,era_169,False,False,False,1,4,2024-12-05 18:25:04.127,676.0,91,2.9894875164257555,False,1,2.9894875164257555,1
253,2024-09-05 23:55:08.684,2024-09,169.0,169.0,era_169,False,False,False,1,17,2026-01-05 23:58:37.597,2873.0,487,15.99868593955322,False,1,15.99868593955322,1
254,2024-09-06 10:06:31.306,2024-09,169.0,169.0,era_169,False,False,True,2,4,2025-01-24 16:51:15.984,636.5,140,4.599211563731932,False,1,4.599211563731932,1
255,2024-09-06 17:13:08.580,2024-09,169.0,169.0,era_169,False,False,False,1,1,2024-09-06 17:13:08.580,169.0,0,0.0,False,1,0.01,1
256,2024-09-06 17:13:19.153,2024-09,169.0,169.0,era_169,False,False,False,1,19,2026-03-06 17:15:22.535,3211.0,546,17.936925098554532,True,0,17.936925098554532,0
257,2024-09-06 19:41:22.551,2024-09,169.0,169.0,era_169,False,False,False,1,1,2024-09-06 19:41:22.551,169.0,0,0.0,False,1,0.01,1
258,2024-09-07 08:47:45.253,2024-09,152.1,169.0,era_169,True,False,False,1,3,2024-11-07 08:49:27.926,456.29999999999995,61,2.0039421813403417,False,1,2.0039421813403417,1
259,2024-09-07 13:43:06.754,2024-09,169.0,169.0,era_169,False,False,False,1,10,2025-06-07 14:44:16.680,1690.0,273,8.968462549277266,False,1,8.968462549277266,1
260,2024-09-07 14:49:46.090,2024-09,169.0,169.0,era_169,False,False,False,1,1,2024-09-07 14:49:46.090,169.0,0,0.0,False,1,0.01,1
261,2024-09-07 16:19:34.610,2024-09,1279.2,169.0,era_169,False,True,False,1,2,2025-09-07 17:20:12.428,2558.4,365,11.990801576872535,True,0,11.990801576872535,0
262,2024-09-07 17:54:52.395,2024-09,169.0,169.0,era_169,False,False,False,1,10,2025-06-07 18:55:50.106,1690.0,273,8.968462549277266,False,1,8.968462549277266,1
263,2024-09-07 17:58:20.934,2024-09,169.0,169.0,era_169,False,False,False,1,4,2024-12-07 17:59:36.963,676.0,91,2.9894875164257555,False,1,2.9894875164257555,1
264,2024-09-07 19:47:49.571,2024-09,169.0,169.0,era_169,False,False,False,1,7,2025-03-07 19:49:09.829,1183.0,181,5.946123521681997,False,1,5.946123521681997,1
265,2024-09-07 19:56:06.594,2024-09,1799.0,169.0,era_169,False,True,False,1,1,2024-09-07 19:56:06.594,1799.0,0,0.0,False,1,0.01,1
266,2024-09-08 00:52:27.761,2024-09,169.0,169.0,era_169,False,False,True,2,11,2025-10-07 19:55:18.289,1879.2,394,12.943495400788436,False,1,12.943495400788436,1
267,2024-09-08 10:26:10.284,2024-09,135.2,169.0,era_169,True,False,False,1,11,2025-07-08 11:27:38.487,1487.1999999999998,303,9.95400788436268,False,1,9.95400788436268,1
268,2024-09-08 10:55:54.942,2024-09,169.0,169.0,era_169,False,False,False,1,19,2026-03-08 10:57:18.096,3211.0,546,17.936925098554532,True,0,17.936925098554532,0
269,2024-09-08 11:53:36.439,2024-09,169.0,169.0,era_169,False,False,False,1,3,2024-11-08 11:55:23.019,507.0,61,2.0039421813403417,False,1,2.0039421813403417,1
270,2024-09-08 12:39:11.484,2024-09,169.0,169.0,era_169,False,False,True,2,16,2026-03-08 20:04:43.178,2914.0,546,17.936925098554532,True,0,17.936925098554532,0
271,2024-09-08 13:06:05.972,2024-09,169.0,169.0,era_169,False,False,False,1,6,2025-02-08 13:07:07.864,1014.0,153,5.026281208935611,False,1,5.026281208935611,1
272,2024-09-08 15:02:43.967,2024-09,169.0,169.0,era_169,False,False,False,1,19,2026-03-08 15:04:04.466,3211.0,546,17.936925098554532,True,0,17.936925098554532,0
273,2024-09-08 16:14:42.772,2024-09,1799.0,169.0,era_169,False,True,False,1,1,2024-09-08 16:14:42.772,1799.0,0,0.0,False,1,0.01,1
274,2024-09-08 16:21:41.873,2024-09,169.0,169.0,era_169,False,False,False,1,7,2025-03-08 16:23:05.236,1183.0,181,5.946123521681997,False,1,5.946123521681997,1
275,2024-09-08 17:20:15.756,2024-09,169.0,169.0,era_169,False,False,True,2,11,2026-01-08 16:51:47.475,1810.0,486,15.965834428383705,False,1,15.965834428383705,1
276,2024-09-08 18:28:41.014,2024-09,169.0,169.0,era_169,False,False,False,1,1,2024-09-08 18:28:41.014,169.0,0,0.0,False,1,0.01,1
277,2024-09-08 18:49:06.735,2024-09,1799.0,169.0,era_169,False,True,False,1,1,2024-09-08 18:49:06.735,1799.0,0,0.0,False,1,0.01,1
278,2024-09-08 19:10:04.974,2024-09,169.0,169.0,era_169,False,False,False,1,1,2024-09-08 19:10:04.974,169.0,0,0.0,False,1,0.01,1
279,2024-09-08 19:15:15.622,2024-09,169.0,169.0,era_169,False,False,False,1,5,2025-01-08 19:16:00.280,845.0,122,4.0078843626806835,False,1,4.0078843626806835,1
280,2024-09-08 19:46:36.294,2024-09,1599.0,169.0,era_169,False,True,False,1,1,2024-09-08 19:46:36.294,1599.0,0,0.0,False,1,0.01,1
281,2024-09-08 19:54:37.757,2024-09,169.0,169.0,era_169,False,False,False,1,2,2024-10-08 20:55:11.049,338.0,30,0.9855453350854139,False,1,0.9855453350854139,1
282,2024-09-08 19:59:37.620,2024-09,169.0,169.0,era_169,False,False,False,1,2,2024-10-08 21:00:51.431,338.0,30,0.9855453350854139,False,1,0.9855453350854139,1
283,2024-09-08 20:00:06.255,2024-09,169.0,169.0,era_169,False,False,False,1,7,2025-03-08 20:01:36.964,1183.0,181,5.946123521681997,False,1,5.946123521681997,1
284,2024-09-08 20:04:24.222,2024-09,169.0,169.0,era_169,False,False,False,1,8,2025-04-08 21:04:49.245,1352.0,212,6.964520367936925,False,1,6.964520367936925,1
285,2024-09-08 20:27:26.199,2024-09,1439.2,169.0,era_169,False,True,False,1,1,2024-09-08 20:27:26.199,1439.2,0,0.0,False,1,0.01,1
286,2024-09-08 20:29:15.287,2024-09,169.0,169.0,era_169,False,False,False,1,3,2024-11-15 21:31:34.418,507.0,68,2.2339027595269383,False,1,2.2339027595269383,1
287,2024-09-08 20:33:34.399,2024-09,169.0,169.0,era_169,False,False,False,1,2,2024-10-08 21:34:19.898,338.0,30,0.9855453350854139,False,1,0.9855453350854139,1
288,2024-09-08 20:52:19.289,2024-09,169.0,169.0,era_169,False,False,False,1,19,2026-03-08 20:54:06.462,3211.0,546,17.936925098554532,True,0,17.936925098554532,0
289,2024-09-08 21:02:32.257,2024-09,169.0,169.0,era_169,False,False,False,1,8,2025-04-08 22:04:10.071,1352.0,212,6.964520367936925,False,1,6.964520367936925,1
290,2024-09-08 21:03:27.606,2024-09,1599.0,169.0,era_169,False,True,False,1,1,2024-09-08 21:03:27.606,1599.0,0,0.0,False,1,0.01,1
291,2024-09-08 21:04:15.657,2024-09,169.0,169.0,era_169,False,False,False,1,19,2026-03-08 21:06:17.138,3211.0,546,17.936925098554532,True,0,17.936925098554532,0
292,2024-09-08 21:11:45.077,2024-09,169.0,169.0,era_169,False,False,False,1,15,2025-11-08 21:15:31.593,2535.0,426,13.994743758212877,False,1,13.994743758212877,1
293,2024-09-08 21:13:02.454,2024-09,169.0,169.0,era_169,False,False,False,1,19,2026-03-08 21:13:53.844,3211.0,546,17.936925098554532,True,0,17.936925098554532,0
294,2024-09-08 21:31:38.998,2024-09,169.0,169.0,era_169,False,False,False,1,7,2025-03-08 21:32:42.367,1183.0,181,5.946123521681997,False,1,5.946123521681997,1
295,2024-09-08 21:31:48.342,2024-09,135.2,169.0,era_169,True,False,False,1,1,2024-09-08 21:31:48.342,135.2,0,0.0,False,1,0.01,1
296,2024-09-08 21:32:18.305,2024-09,1799.0,169.0,era_169,False,True,False,1,1,2024-09-08 21:32:18.305,1799.0,0,0.0,False,1,0.01,1
297,2024-09-08 21:39:06.418,2024-09,169.0,169.0,era_169,False,False,False,1,19,2026-03-08 21:40:37.744,3211.0,546,17.936925098554532,True,0,17.936925098554532,0
298,2024-09-08 21:41:03.110,2024-09,169.0,169.0,era_169,False,False,False,1,3,2024-11-08 21:42:13.463,507.0,61,2.0039421813403417,False,1,2.0039421813403417,1
299,2024-09-08 21:46:27.227,2024-09,1799.0,169.0,era_169,False,True,False,1,1,2024-09-08 21:46:27.227,1799.0,0,0.0,False,1,0.01,1
300,2024-09-08 21:48:27.312,2024-09,1599.0,169.0,era_169,False,True,False,1,1,2024-09-08 21:48:27.312,1599.0,0,0.0,False,1,0.01,1
301,2024-09-08 21:54:00.083,2024-09,160.55,169.0,era_169,False,False,False,1,19,2026-03-08 21:55:31.968,3050.4500000000003,546,17.936925098554532,True,0,17.936925098554532,0
302,2024-09-08 21:56:43.567,2024-09,169.0,169.0,era_169,False,False,False,1,6,2025-02-08 21:57:50.382,1014.0,153,5.026281208935611,False,1,5.026281208935611,1
303,2024-09-10 10:48:34.604,2024-09,199.0,169.0,era_169,True,False,False,1,5,2025-01-10 10:49:37.297,995.0,122,4.0078843626806835,False,1,4.0078843626806835,1
304,2024-09-10 12:38:27.239,2024-09,199.0,169.0,era_169,True,False,False,1,1,2024-09-10 12:38:27.239,199.0,0,0.0,False,1,0.01,1
305,2024-09-10 18:56:49.737,2024-09,199.0,169.0,era_169,True,False,False,1,4,2024-12-21 10:58:52.220,796.0,101,3.3180026281208934,False,1,3.3180026281208934,1
306,2024-09-11 14:50:34.129,2024-09,199.0,169.0,era_169,True,False,False,1,1,2024-09-11 14:50:34.129,199.0,0,0.0,False,1,0.01,1
307,2024-09-12 10:23:29.345,2024-09,199.0,169.0,era_169,True,False,False,1,3,2024-11-29 14:24:38.775,597.0,78,2.562417871222076,False,1,2.562417871222076,1
308,2024-09-13 11:47:03.526,2024-09,199.0,169.0,era_169,True,False,True,2,7,2025-03-13 13:48:50.026,2184.0,181,5.946123521681997,False,1,5.946123521681997,1
309,2024-09-13 12:37:55.031,2024-09,199.0,169.0,era_169,True,False,False,1,1,2024-09-13 12:37:55.031,199.0,0,0.0,False,1,0.01,1
310,2024-09-15 12:41:10.672,2024-09,199.0,169.0,era_169,True,False,False,1,1,2024-09-15 12:41:10.672,199.0,0,0.0,False,1,0.01,1
311,2024-09-15 18:00:53.751,2024-09,199.0,169.0,era_169,True,False,False,1,11,2025-07-18 11:02:02.906,2189.0,305,10.019710906701707,False,1,10.019710906701707,1
312,2024-09-16 18:13:36.641,2024-09,199.0,169.0,era_169,True,False,False,1,10,2025-08-10 14:40:33.464,1990.0,327,10.74244415243101,False,1,10.74244415243101,1
313,2024-09-16 21:53:38.848,2024-09,199.0,169.0,era_169,True,False,False,1,16,2025-12-16 21:54:28.370,3184.0,456,14.98028909329829,False,1,14.98028909329829,1
314,2024-09-18 10:53:39.391,2024-09,199.0,169.0,era_169,True,False,False,1,3,2024-12-22 11:35:38.455,597.0,95,3.1208935611038107,False,1,3.1208935611038107,1
315,2024-09-21 09:06:21.900,2024-09,199.0,169.0,era_169,True,False,False,1,4,2024-12-21 09:07:17.311,796.0,91,2.9894875164257555,False,1,2.9894875164257555,1
316,2024-09-23 11:07:01.441,2024-09,199.0,169.0,era_169,True,False,False,1,8,2025-04-23 12:08:08.153,1592.0,212,6.964520367936925,False,1,6.964520367936925,1
317,2024-09-23 15:18:51.662,2024-09,199.0,169.0,era_169,True,False,False,1,6,2025-02-23 15:20:22.247,1194.0,153,5.026281208935611,False,1,5.026281208935611,1
318,2024-09-26 22:53:25.856,2024-09,199.0,169.0,era_169,True,False,False,1,1,2024-09-26 22:53:25.856,199.0,0,0.0,False,1,0.01,1
319,2024-09-29 00:13:40.058,2024-09,199.0,169.0,era_169,True,False,False,1,2,2024-10-29 00:14:27.923,398.0,30,0.9855453350854139,False,1,0.9855453350854139,1
320,2024-09-29 00:43:27.848,2024-09,199.0,169.0,era_169,True,False,False,1,15,2025-11-29 00:47:24.315,2985.0,426,13.994743758212877,False,1,13.994743758212877,1
321,2024-10-01 17:00:57.923,2024-10,199.0,169.0,era_169,True,False,False,1,4,2025-01-01 17:23:59.210,796.0,92,3.0223390275952693,False,1,3.0223390275952693,1
322,2024-10-02 14:12:42.468,2024-10,199.0,169.0,era_169,True,False,False,1,13,2025-10-02 15:17:28.129,2587.0,365,11.990801576872535,False,1,11.990801576872535,1
